"","sppocean","ntot","ntot.1","ntot.2","npres","npres.1","npres.2","aic1","aic1null","aic2","aic2null","anova.resid.df.1","anova.resid.df.1null","anova.resid.df.2","anova.resid.df.2null","anova.resid.dev.1","anova.resid.dev.1null","anova.resid.dev.2","anova.resid.dev.2null","anova.p.1","anova.F.2","anova.p.2"
"176","gymnocanthus galeatus_Pac",31363,15680,15683,995,571,424,7463.88644758186,7489.89744144337,8885.53686602594,9174.88209534114,31337.2834380788,31347.047621772,1779.57205466876,1794.09621641265,7416.41244341576,7459.4614840253,13841.9203160114,16492.5658596898,4.02187721130351e-06,23.4757652635099,5.16257832737969e-58
"177","gymnocanthus pistilliger_Pac",31363,15680,15683,833,360,473,3833.20810758308,3978.66464087933,7313.58137939163,7369.41125571931,31335.8833212771,31348.3678173653,1618.82638353067,1632.58424494728,3781.93637516688,3950.90516508478,7855.79745893567,8256.58523206918,1.49984596213882e-29,6.00798624808556,1.53192549579864e-11
"178","gymnura altavela_Atl",69804,34902,34902,495,240,255,2842.58307601554,2893.8210745509,21144.18366752,21288.652731919,69781.0624019295,69792.581752097,4439.58119371472,4451.78958539909,2798.46341002421,2871.7457725165,29401.3644236292,30533.7678869604,4.85331036816773e-11,14.0076846382818,1.63244354028116e-29
"179","haemulon aurolineatum_Atl",69804,34902,34902,802,298,504,5097.82636749918,5333.21051871072,12008.2227827355,12329.7023707927,69778.9643047791,69790.388762096,3965.01113368502,3977.41792448757,5049.71409549311,5307.31647296923,4664.67424200486,5085.59940396133,1.41762621282839e-48,28.8462630309542,8.05668686515744e-66
"180","halieutichthys aculeatus_Atl",69804,34902,34902,2178,1191,987,8657.40424674075,8688.91943104987,13335.79199704,13520.9215666609,69777.0774902511,69788.2921877111,4183.1727920805,4198.00894135368,8607.30418991541,8659.19546082579,5751.65136629762,6050.43363177401,3.41610365713709e-07,14.6499045920476,5.54014574140859e-37
"181","halocynthia aurantium_Pac",31363,15680,15683,1062,473,589,7613.09455220193,7725.20271690183,9021.69598723865,9349.75536606904,31334.5906358063,31347.3861172981,1846.07555847467,1861.00844045641,7559.78348040812,7695.70403682769,12961.0703155994,15673.1083718113,1.07312813368091e-22,25.8783784378022,6.90414936472696e-66
"182","harengula jaguana_Atl",69804,34902,34902,1352,613,739,7246.35945240797,7244.0056559751,26138.8109995111,26481.185806095,69783.7243198649,69793.0409961255,7528.01329288614,7541.00157219037,7208.54985615686,7223.35112790849,13976.6826182252,14674.3002020569,0.109099271234327,28.9306554309416,2.055696321258e-70
"183","helicolenus dactylopterus_Atl",69804,34902,34902,1820,672,1148,10133.0876040657,10363.3704333863,26502.4675823558,27341.2294918863,69775.3580707987,69789.5257494869,4608.58402155032,4621.07087291604,10078.0830380137,10335.9345757744,81397.9763454057,98040.2504458735,8.75554314157737e-47,75.4751408519687,1.37504461561535e-175
"184","hemilepidotus jordani_Pac",31363,15680,15683,5433,3183,2250,23166.5717992854,23502.2120867061,31699.0694747013,32678.0664010176,31331.9818164228,31346.0251881704,6219.0509348487,6232.00271880877,23106.4317354176,23468.7843162159,57826.5999234363,67907.4052083348,1.13063733256501e-68,83.7132439989359,1.34540079076328e-205
"185","hemilepidotus papilio_Pac",31363,15680,15683,1036,675,361,4454.09202835481,4520.68672260193,7324.36642449106,8226.68219853521,31343.738560159,31351.4250596904,1820.74231102511,1835.00371623799,4418.41566650953,4499.38188376718,5470.8010632129,9035.35719888366,2.11307053595555e-14,83.2277485595884,1.86514262027564e-186
"186","hemitripterus americanus_Atl",69801,34902,34899,9896,4893,5003,47282.5447613635,47477.7583197948,38173.6442258042,38372.9384851162,69768.0901776937,69782.4318535253,10644.0427075225,10657.0105271664,47218.1960014281,47441.3376512041,22190.1282781745,22662.6242749801,1.61337996707811e-39,17.4778840946468,1.23562314994209e-40
"187","hemitripterus bolini_Pac",31363,15680,15683,3062,1813,1249,15472.661653025,15821.2395335255,19124.2650451269,20324.318104888,31332.5258759206,31346.3779349309,3846.97571760255,3861.11944442524,15414.796210123,15789.3639852161,30977.748900604,42497.0432137105,2.22371848218527e-71,101.186176975421,2.40347835843162e-251
"188","hepatus epheliticus_Atl",69804,34902,34902,440,263,177,3390.63716255903,3414.5123961731,6555.29679332476,6909.28070532949,69787.3313162176,69793.7946702445,3600.92311459349,3615.33860415079,3359.66445153024,3395.64805323744,1271.71847575197,1412.75791576642,4.39464952573452e-06,27.7102515379762,5.36822759150709e-72
"189","heterozonias alternatus_Pac",31363,15681,15682,1226,75,1151,3383.40308884957,3630.22253309933,10272.0258549589,11041.9050540891,31331.9557626154,31345.3268222962,2325.49240456128,2336.00237955149,3324.60134301188,3596.14618327157,10562.1497604749,14773.9740924653,3.75381145999529e-50,88.253599866299,4.84052266786189e-161
"190","hexagrammos decagrammus_Pac",31363,15681,15682,729,371,358,5727.94888529194,5741.67320739485,2327.25988091386,2349.46928958391,31334.5624369511,31344.9845516591,711.194007590429,719.422851479241,5674.6612302144,5707.87463053775,990.071384355605,1041.43821937616,0.000333623994843781,4.49129372136427,1.96803151313548e-05
"191","hexagrammos stelleri_Pac",31363,15681,15682,384,217,167,2584.3195644598,2597.43775463779,8425.40591190487,8544.59581887005,31335.7777597711,31348.3714054779,1537.3634088471,1550.23278808183,2534.41982184998,2569.88179046111,19208.8202904715,21042.6244680272,0.000566542238231315,11.4180984124391,1.21979346035266e-23
"192","hippasteria californica_Pac",31363,15681,15682,831,35,796,4534.02095422528,4667.29962151459,8285.35046052051,8923.5810605855,31337.1418608663,31345.5832837873,1930.0142385707,1941.25235813982,4485.19131932986,4633.50561719299,7641.75085554997,10709.9292972415,8.60398402095218e-28,68.9639205380528,1.008951474935e-132
"193","hippasteria spinosa_Pac",31363,15681,15682,1326,588,738,9078.54474560904,9237.47233433538,3948.96685399125,3954.87826643988,31333.9016243099,31346.4678977729,1302.99244290294,1310.07610145764,9025.08248401077,9205.93833236442,1476.93818355438,1497.75892004156,6.26359565938023e-32,2.59808957880128,0.0112051894670125
"194","hippoglossina oblonga_Atl",69804,34902,34902,253,149,104,2189.3458722301,2240.04591346301,29378.7266014338,29673.0136262132,69781.0770011544,69792.7893589607,6054.36366209694,6068.00924796097,2145.77803959637,2218.15679568366,44246.9381468109,46635.8900241922,8.69038114541205e-11,23.9594573294621,8.23913229956466e-60
"195","hippoglossoides elassodon_Pac",31363,15681,15682,6284,2689,3595,20546.4032147583,21093.059380239,34913.3660944388,38129.0746987742,31332.0501883108,31345.0541443968,7381.80292581872,7394.00951982173,20486.1291782,21057.7721300093,47821.890242322,74024.0321020626,8.51808052370631e-114,331.39210281668,0
"196","hippoglossoides platessoides_Atl",69802,34902,34900,31158,15542,15616,53407.7947138355,53628.2162496964,115126.208660405,115954.350558681,69767.004932558,69782.0008788226,31123.3534970495,31138.1219575699,53338.0704365303,53588.3088034889,73250.7476893857,75292.6906782484,1.10237311922615e-44,58.7485397349262,5.87598057760554e-173
"197","hippoglossus hippoglossus_Atl",69804,34903,34901,2898,1578,1320,18539.4944188248,18682.0784939129,12165.9815962406,12330.6824375789,69771.8444711542,69785.8575785741,3644.82383261412,3659.46861973921,18477.0946952009,18646.512502542,5779.05370014202,6090.21673480432,9.12992390808378e-29,13.4044088363751,6.9492956495392e-33
"198","hippoglossus stenolepis_Pac",31363,15681,15682,16716,8023,8693,28908.7191714863,29222.3378414538,52791.8272002438,52921.9192857948,31329.4636117735,31344.0597432095,16684.1399028185,16697.1427731922,28843.700702663,29185.2402876945,22938.2728173637,23153.1354618639,6.44219034980182e-64,12.0194296366679,1.52708640655072e-26
"199","homarus americanus_Atl",69800,34899,34901,9890,5130,4760,41417.0043450582,41915.1651665318,70283.6694155899,72091.2666196376,69769.1739125422,69783.3626896432,12167.0268590567,12182.0083740546,41358.2484041155,41883.0272366712,225778.910088285,262473.935718722,7.30282977833192e-103,131.997238827679,0
"200","hopluis macrurus_Atl",69804,34902,34902,655,350,305,4228.52831403268,4347.27069854084,19176.596242414,19297.4458654921,69784.1906381345,69792.8250068249,6830.67924760628,6842.54825715838,4191.74952621853,4326.69482312759,6528.686236715,6667.72149171494,6.74378271789156e-25,12.2568327022866,7.66797044676757e-25
"201","hyas araneus_Atl",69804,34902,34902,442,0,442,3108.44075984207,3383.88202677411,30012.6281503945,30376.0723028163,69788.0383934587,69792.0581084175,6251.04652545172,6255.08007373068,3078.45946016696,3361.95388984622,43743.5399353805,46415.0624397835,4.11101995122268e-60,94.6528173740048,6.62818329968617e-79
"202","hyas coarctatus_Atl",69804,34902,34902,461,0,461,2678.59125900542,2816.30513949831,25994.5075767578,26275.9908493394,69789.0624670801,69793.0748857846,6270.35105346662,6274.41194202573,2649.32151904929,2795.09308476747,22832.6657281731,23909.0717491671,1.67928675891131e-30,72.7999249746797,3.04958588141005e-61
"203","hyas coarctatus_Pac",31363,15680,15683,4699,2891,1808,13409.6938785055,13620.8633298508,24638.7757051004,25228.5449499425,31338.7085090625,31348.9529633259,5483.14400084661,5498.00821207588,13362.5618467246,13593.7024950379,27815.0208936624,31114.1016865498,7.35745769807171e-44,43.7590281635578,1.47852347146755e-121
"204","hyas lyratus_Pac",31363,15681,15682,4923,1867,3056,22440.6607475658,22861.9055297026,17167.6484682346,17306.8458242242,31335.1572059887,31345.2928507476,4893.64367301813,4904.54240205416,22389.4308267957,22828.6175008884,9317.36424573198,9621.91201680451,5.50054000334424e-88,14.6833017022987,3.58925246417846e-28
"205","hydrolagus colliei_Pac",31363,15681,15682,4709,1130,3579,11509.9072804534,11766.9627335629,27616.9515319245,28411.8182797556,31335.3778030322,31346.1800071118,6172.46754402208,6187.2173735113,11455.7293948781,11734.0912540426,30859.5248566881,35240.3035099368,2.250968883923e-53,59.414357447015,2.34863522077783e-165
"206","icelinus filamentosus_Pac",31363,15681,15682,866,195,671,4846.03285313772,4845.16384727046,9249.2513497572,9670.38371970563,31337.0608376153,31347.5245455275,2330.44338033942,2344.94798282328,4796.3135350258,4815.52235370896,6785.39904259079,8206.00883131377,0.046103996856097,33.6502401985794,1.37282134857681e-85
"207","icelus spatula_Atl",69804,34902,34902,2425,459,1966,9790.06858524104,9901.91250125761,30247.7268402573,30858.5569660512,69783.2523775529,69792.7346984729,6692.149717691,6707.00814192221,9750.47189963189,9880.10373945942,35048.2774319306,38544.758374828,2.75300412142251e-23,44.937116959451,3.58974936378101e-126
"208","icelus spatula_Pac",31363,15680,15683,539,126,413,3661.52264781519,4004.66795214458,5519.96644943517,5795.89157103341,31342.8668866435,31351.307385079,1323.72404283462,1338.07152948905,3625.09743950098,3982.4451198694,4455.33544608433,5570.35978870161,5.77771568585179e-72,23.1142163225207,7.45651014955769e-55
"209","icelus spiniger_Pac",31363,15680,15683,1832,944,888,8514.03205734291,9028.21107578056,11862.3204695639,12296.6734760737,31334.0014116795,31346.0156013302,2616.19416185651,2631.01682777471,8458.39050406686,8994.62484680157,13350.8187870796,15899.1344319624,4.37279826520113e-107,33.700995322227,2.72130716864062e-88
"210","illex illecebrosus_Atl",69804,34903,34901,11226,5132,6094,39913.4610673701,40637.4053255542,63918.1331793931,64446.2420716398,69772.2971499236,69785.0221196694,11700.5270781465,11715.0980402994,39851.9773689435,40600.0072228975,158569.113760992,166259.959339642,1.04203586463744e-151,38.9506714512062,7.27913841365547e-109
"211","isopsetta isolepis_Pac",31363,15681,15682,1153,557,596,7876.51227676862,7910.71310898624,4567.54094253929,4571.37360289974,31330.9542454556,31344.5550213374,1130.76546657348,1136.53585373443,7815.9646838025,7875.35682165653,3413.94410638922,3460.49839909002,1.09507510255147e-07,2.6752641155838,0.0152321278405306
"212","kathetostoma albigutta_Atl",69804,34902,34902,554,255,299,3242.36893846782,3290.68360884022,7525.90911280818,7531.67897033731,69779.1516885362,69789.0356307203,3714.87756321543,3729.10570044376,3195.63483964275,3261.72230441106,1609.53982207752,1623.90311153411,2.23033787078515e-10,2.33047302962517,0.00316170967368703
"213","labidochirus splendescens_Pac",31363,15680,15683,3127,1300,1827,12841.2540373766,13090.38908526,17931.5948633179,18488.216646075,31337.8722871923,31346.3101328816,3911.33266679001,3926.06939062705,12793.235084888,13058.0138366185,21450.9306013407,24879.5601817161,2.78124750953046e-52,42.434872006168,2.2929471754326e-114
"214","lagocephalus laevigatus_Atl",69804,34902,34902,1447,691,756,7568.16977013184,7647.72506927828,12177.3468455373,12236.9167276988,69780.0208157167,69789.8414497515,4607.88339740979,4622.25283562329,7522.6008370319,7621.40557507521,3702.3661936035,3772.59090727374,7.60334162830925e-17,6.08366083683695,2.24388262184191e-12
"215","lagodon rhomboides_Atl",69803,34901,34902,3075,1396,1679,12422.4905831712,12497.8221172591,22372.3041910178,22498.9157165281,69774.8485690238,69787.5155185016,6236.84581482731,6252.00013335591,12368.8319463504,12468.2639314658,12914.229041469,13238.3112684263,1.49429970176659e-15,10.329353013014,3.27802127975693e-25
"216","laqueus californianus_Pac",31363,15681,15682,337,199,138,2812.86558243898,2986.63100821177,5152.46930532499,5449.08621410481,31337.1459547844,31346.1808898727,855.13934783607,867.117519706719,2765.45844011832,2955.28505363742,16362.0891698319,23465.2378010506,4.73024483974002e-36,31.036803288995,2.90666779368381e-59
"217","larimus fasciatus_Atl",69804,34902,34902,1023,371,652,6196.51733293624,6293.52873574734,12999.0223972017,13076.1340773245,69777.2070801436,69789.3616884711,4185.1988605102,4198.31042711297,6145.29290603749,6266.0020835635,5319.55602152889,5451.22511633246,5.37424862003712e-20,7.90187613453155,6.17962759646112e-16
"218","lebbeus groenlandicus_Atl",69804,34903,34901,1492,469,1023,8633.67683676118,8944.49298486701,12687.3790719085,13357.4985310221,69781.9948800247,69791.6144624374,2752.90487192915,2765.21122026389,8590.80914023106,8920.93827859004,15319.4690816619,19659.4750182802,3.27103763519119e-65,63.4042740466396,2.74956512401461e-139
"219","lebbeus polaris_Atl",69804,34903,34901,4219,1589,2630,17050.1865011683,17787.7565933105,25337.0262710929,26884.4270498077,69778.2131730409,69786.968211713,5476.59618660925,5491.02485403604,17000.4594359548,17754.3138662104,31756.614682516,42263.7038795208,1.03577044849962e-156,125.614272795599,0
"220","leiostomus xanthurus_Atl",69804,34902,34902,3624,1953,1671,14958.5803569391,15101.6345415364,33910.7613443133,34110.971951679,69774.5051952754,69788.1828425037,6785.77569993116,6799.02711790778,14902.2660183706,15070.906501485,57311.4128802421,59240.6424023353,8.49200655761652e-29,17.2396312522158,1.48410602109746e-40
"221","lepophidium brevibarbe_Atl",69804,34902,34902,1757,925,832,8171.01455595761,8259.9346541584,26951.498783447,27870.9119920678,69784.9499356773,69792.8201137229,7931.12919093926,7944.94746344936,8134.46083167183,8238.75028773562,13675.5035279715,15403.0093732653,4.73861263886249e-19,72.5084391937678,9.72967029679370e-193
"222","lepophidium jeaae_Atl",69804,34902,34902,332,121,211,2497.2941680951,2525.10348199099,16148.5125902031,16334.3471673222,69784.337392466,69793.2928091772,6507.038443451,6519.94019992556,2460.03452399359,2505.25069290018,4491.15492883045,4639.23635385897,8.08722648900328e-07,16.6299828249223,5.7063982683409e-38
"223","lepophidium profundorum_Atl",69804,34902,34902,1483,626,857,8880.71572752188,9005.72440560652,23052.4641038097,23601.1656240907,69775.1989821089,69788.1428568055,4271.45293716204,4284.06263930924,8824.34747744874,8974.79656132217,52894.6581814392,60438.7473547814,1.55828502333571e-25,48.3197419801741,7.75001866400755e-114
"224","leptagonus decagonus_Atl",69804,34903,34901,6793,1721,5072,22219.9093975229,22834.7075852811,53349.1142883215,55723.0023033214,69774.7258712811,69787.4524369002,10551.2337762597,10566.028391114,22162.7909801286,22802.6555053195,95178.8888449366,119433.924723246,1.39441724262609e-128,181.756066023948,0
"225","leptasterias arctica_Pac",31363,15680,15683,1698,757,941,8205.43192392559,8485.62188607176,11210.1272801191,11498.2053115779,31336.68291503,31349.7379402597,2482.06801505551,2497.00477272462,8154.89831468288,8460.32233318255,12395.491290243,14061.6490339967,1.92591025564597e-57,22.3413525041885,6.47715780619605e-58
"226","leptasterias polaris_Pac",31363,15680,15683,3882,2348,1534,11307.4516901954,11525.9834576288,18871.185453388,20652.3051342622,31333.2248969564,31346.9006593233,4667.18216995381,4681.00834419954,11250.0533929874,11494.3122844381,15076.167006353,22145.7441338439,2.73649518875279e-44,158.334091491184,0
"227","leptoclinus maculatus_Atl",69804,34903,34901,4178,1533,2645,16477.3093634479,16913.214762937,25072.4676687234,26301.1748930628,69773.7767561767,69786.0106744552,5435.77365045875,5448.27501973155,16418.9493794532,16877.5242080146,31083.1134788603,39090.0658623343,2.20338557372345e-90,112.031784866327,3.6226463685653e-259
"228","leptoclinus maculatus_Pac",31363,15681,15682,856,426,430,6042.15747016758,6351.63361307656,10558.0314579807,10927.2548739422,31338.3998071111,31350.6590254978,2007.53286567262,2022.0099900194,5996.94350356076,6328.99445276807,20591.6296898598,25012.5784382593,1.3254204018124e-63,29.7882523490787,1.48737307409081e-74
"229","lethasterias nanimensis_Pac",31363,15681,15682,3145,1673,1472,17377.9438210011,17553.9517934437,17588.2995885087,18219.0453089295,31332.8976615054,31345.9329029597,3661.14736576768,3675.09418375088,17321.0265901829,17521.2311503565,24886.6182125376,29723.9481895971,1.30386752667243e-35,51.0494511302861,4.81292279934314e-130
"230","leucoraja erinacea_Atl",69804,34902,34902,13551,7616,5935,45229.2601437355,45993.8504871261,94191.6411466845,96939.9431152347,69773.0066699065,69788.0016481304,16337.1319167325,16352.0081252188,45167.6320778078,45961.9796271182,301344.881602309,357065.381418623,1.3602045220225e-159,203.072669454573,0
"231","leucoraja garmani_Atl",69804,34902,34902,790,249,541,4816.4553275581,4976.78030604355,25220.1277764979,26796.9974590298,69774.8566963779,69789.2630375904,4731.8411129945,4746.19746054715,4761.48921173888,4948.48677357539,55010.7731396657,77056.4614939115,4.21471236792754e-32,132.113147945356,0
"232","leucoraja ocellata_Atl",69804,34902,34902,10066,5376,4690,43247.4729146836,44978.6404181186,73686.5019872204,76112.7198361322,69772.019876356,69787.0012144581,12343.1083351671,12358.0056676776,43184.0574561845,44944.7704011508,277844.325646997,338809.512806369,0,181.811152664344,0
"233","limanda aspera_Pac",31363,15680,15683,8175,5381,2794,14052.8368896258,14520.2349168751,42331.1648570596,43401.6791108326,31332.6990605277,31346.7191530823,8959.16321998319,8974.02458941001,13994.4266439847,14488.6658841129,57935.9865602363,65472.2108552463,1.59932661999221e-96,78.4226110568848,2.0768266900552e-224
"234","limanda ferruginea_Atl",69804,34903,34901,16083,8091,7992,59628.2470627784,59987.0508485969,67773.4740780009,68719.9733731264,69770.0721425143,69785.0241644288,16829.2221434691,16844.0810507456,59561.274561591,59949.4414423733,54721.0159854192,57980.4780753513,1.95191980260602e-73,67.465673325751,3.51971833057048e-198
"235","limanda proboscidea_Pac",31363,15682,15681,1892,1410,482,6170.92808640593,6817.83974952233,22661.2697714701,24108.4136222585,31336.2257443378,31349.7781992578,3872.82221543894,3885.0785755311,6119.48979197219,6792.49064858584,75189.664316201,109598.96827942,6.11847331053068e-135,144.662129919581,1.29889011400308e-305
"236","limanda sakhalinensis_Pac",31363,15682,15681,434,281,153,2403.57556397657,2426.43444563225,9778.9239122947,9929.83714016697,31347.5419371355,31353.9357404565,2412.50393196264,2427.55650302997,2374.29228727678,2408.85200184199,7654.47379359757,8241.25844769356,7.69869959355583e-06,12.2915934413205,4.54782553361038e-30
"237","limulus polyphemus_Atl",69804,34902,34902,1644,1096,548,10433.6491580196,10649.3793874146,34462.5253909735,36012.8219160983,69774.034630801,69789.002979677,5585.18538834383,5600.00200831136,10374.5968226401,10619.5872545351,150576.6915214,199453.071946286,1.27463559935267e-43,122.37579550999,0
"238","liparis gibbus_Pac",31363,15680,15683,650,150,500,3295.20896085963,3354.5418558789,6325.43677364367,6420.74129254069,31340.9071870919,31350.9078561674,1434.44301469671,1449.0081466488,3253.14607348409,3331.31642504055,6152.0474893673,6686.60256875131,1.14614469146322e-12,8.5651864758157,1.10435040913785e-18
"239","liponema brevicornis_Pac",31363,15681,15682,2079,608,1471,9737.25944077265,10572.2441718243,8092.01378703583,8125.11311613587,31329.3332906263,31344.0044544164,2049.01729420469,2060.07033092652,9671.83843000226,10534.4924085542,5800.7010179306,5950.93017320885,1.74802044017975e-174,4.80474886085489,2.2706197584979e-07
"240","lithodes aequispinus_Pac",31363,15681,15682,1077,705,372,5090.2315990893,5129.0102932298,9008.48070280888,9622.0330651059,31339.6048645305,31349.3815905441,1864.88938448149,1878.0246854722,5047.1575371643,5104.059131205,12550.5280824502,17577.8971513873,1.1258772545324e-08,56.9113846579505,3.22126897778076e-126
"241","lithodes couesi_Pac",31362,15680,15682,294,9,285,1550.58502056968,1556.28423843638,6027.31365754772,6414.87288878581,31340.4432997931,31346.7930829312,1668.02464806165,1673.42152785611,1509.71901033165,1527.41774984678,3409.12084060034,4318.10402946153,0.00889983660936859,82.4227046484161,1.00797108508016e-82
"242","lithodes maja_Atl",69803,34902,34901,1320,277,1043,9253.90631511253,9576.7208475039,13226.8153644508,13601.3691049118,69773.1100393514,69785.4083510983,2577.43373793912,2590.07284282529,9197.37088936226,9543.06422859949,23802.9705594213,27711.4718078674,1.89757421420267e-66,33.5134496385215,3.62221377008472e-76
"243","litopenaeus setiferus_Atl",69804,34902,34902,1471,574,897,6707.59900185735,6710.49883665843,25358.5623862945,25630.0517905485,69786.3099709413,69794.9073984922,7644.09247906657,7658.2808097493,6674.09125232215,6692.87127781377,12148.4641818827,12630.7656811529,0.0221457922601261,21.3918511507538,4.39125783673467e-55
"244","loligo opalescens_Pac",31363,15681,15682,1789,429,1360,5742.48404953362,6201.3246572108,20841.1805161577,21807.1118306406,31334.0885683993,31348.9338392909,4082.20987225654,4095.00223890472,5686.79417592104,6174.31002664846,37870.3376487093,48192.3108157868,1.87275738970328e-94,86.9913291317409,1.54582635473682e-202
"245","loligo pealeii_Atl",69802,34901,34901,15554,8945,6609,34047.5479746415,34602.7585042366,88425.0883883555,89939.1137157351,69770.0677745095,69785.0208034949,17559.0182613528,17574.0007737265,33984.7367984942,34569.1984329653,156415.455185334,170760.229897991,6.49358017263737e-115,107.482212143433,0
"246","loligo pleii_Atl",69804,34902,34902,2845,792,2053,9070.45027006124,9539.59129000687,34085.7468342913,34383.8138728141,69783.6913299561,69793.2482496342,9017.22113073306,9032.02156460091,9032.92993025995,9519.72086485482,22771.9665329648,23609.3177311081,1.20321646241362e-98,22.4046279315561,1.67243499765826e-60
"247","lolliguncula brevis_Atl",69804,34902,34902,2130,1066,1064,8810.33593174495,8856.65888787528,16571.2354571846,16776.9660949504,69778.1193603786,69790.0175023651,5292.16252648058,5305.02153583812,8760.53978597459,8829.25271208746,6939.03485570552,7246.0705230958,5.06632753465793e-10,18.2128387317381,9.6687041584186e-42
"248","lophius americanus_Atl",69804,34903,34901,10180,5353,4827,43305.465691971,43962.3858394493,60115.2784525842,61387.9353667253,69771.328384344,69786.0100547647,11437.2258495395,11450.0685490724,43241.8591447683,43926.7240993899,126246.059272481,141373.847950497,1.67696820613881e-136,106.718895549284,4.22206016384521e-269
"249","lopholithodes foraminatus_Pac",31363,15681,15682,714,191,523,5589.14910316973,5622.75946988659,7524.09861155436,7754.6806324434,31341.443945624,31348.179221672,1809.54816476151,1824.0495268691,5548.51762889834,5594.96980512423,6190.61016429276,7119.24822926308,5.39871471316212e-08,18.7342291227889,9.07485724664158e-46
"250","luidia clathrata_Atl",69804,34902,34902,558,120,438,3657.14408614561,3799.41429342831,19889.4853957264,20699.2388848413,69783.5774749258,69793.2305935585,6730.90162625565,6745.12045951709,3617.91928468486,3778.90210375414,7438.9630721797,8419.56283100706,1.2250059746663e-29,62.4086982996044,7.92785950616752e-169
"251","luidia foliolata_Pac",31363,15681,15682,3185,183,3002,8604.27158906274,9410.95448567582,17424.1782070239,18623.2496993457,31331.3617835756,31345.4546246493,4280.97912336377,4295.01341974735,8543.58254210277,9376.82209317758,14138.0589037261,18783.4847058162,1.03646160076807e-168,100.25331030872,2.2947261646872e-251
"252","lumpenus lampretaeformis_Atl",69804,34902,34902,2757,1081,1676,17304.6411504971,17359.2555261025,12495.334130712,12637.3080887464,69773.2708303502,69785.9632818423,3503.39424238127,3518.07180360399,17244.8494119182,17323.3999485209,6953.89030509833,7295.60309016002,1.53745892896802e-11,11.7334542876657,3.38050170878983e-28
"253","lumpenus sagitta_Pac",31363,15680,15683,379,309,70,3183.23847196945,3376.26023492848,5043.10176404981,5490.03512743709,31335.7477466316,31347.4303518797,1164.04940693282,1178.03983214454,3133.64706234068,3347.29768425394,4522.32875731447,6718.99813127126,3.05584982263124e-39,40.4578394258291,4.7483360600437e-90
"254","lutjanus campechanus_Atl",69804,34902,34902,2335,1081,1254,9413.25027406858,9471.00212495433,17079.7011813584,17158.5869011689,69780.5539100985,69790.7639240642,5497.04867595096,5510.01648710109,9369.92444607069,9446.44195379323,7040.45881406538,7174.75002848109,3.0198878877041e-12,8.08610682261266,2.70779500020848e-16
"255","lutjanus synagris_Atl",69804,34902,34902,980,252,728,5282.79232412064,5353.06618053724,9964.47339882885,10424.7784884279,69785.9014966844,69789.748884582,4140.80717484756,4155.40893854755,5249.21290603886,5325.15974910763,2624.2622830664,2950.36350380599,9.79282453649599e-16,35.2477844992437,2.72822232098165e-94
"256","lycenchelys crotalinus_Pac",31363,15681,15682,857,4,853,1857.64707706758,1908.59974526687,10412.5577104236,11126.5942765372,31343.3845879213,31348.1162430959,2598.00497755663,2603.01466515948,1820.05814351837,1880.48246592354,8036.48795971701,10596.1547151643,6.84701378831284e-12,165.183895455224,4.37222267073479e-153
"257","lycodes brevipes_Pac",31363,15681,15682,3535,1638,1897,15925.5087807616,16183.8904659914,13496.3274513569,13561.8371015017,31329.8617173743,31344.1105012902,3503.50314132306,3517.15721478852,15862.2561442834,16147.0374195783,9259.80492949239,9499.01735539893,2.56584338619005e-52,6.63301340769974,3.26247508241522e-13
"258","lycodes cortezianus_Pac",31363,15681,15682,2430,578,1852,7837.78500799354,7994.04668640684,15049.2851351615,15709.302976305,31331.7577704752,31345.7127448167,3525.01834784565,3540.00052327846,7778.22188771389,7960.27915713253,14042.5177101302,17045.2987704329,2.33258116374336e-31,50.315479882418,3.81742580606284e-136
"259","lycodes diapterus_Pac",31363,15681,15682,1528,314,1214,6988.02963463795,7049.96143049813,12254.2637079092,12765.728080295,31333.870490302,31346.0677311229,2623.11135675397,2638.00063652975,6934.20978281333,7017.91771932405,15297.8054494587,18747.339355981,9.86072760867838e-13,39.7355998503962,1.98625753530513e-104
"260","lycodes esmarkii_Atl",69804,34902,34902,512,180,332,3829.27965261189,3971.70607338249,22588.5368984738,25038.2557239251,69777.5301534033,69790.6198475693,4779.28461505538,4794.00723907321,3779.50744743465,3946.52228684875,30418.8953815423,50906.4625160348,8.39655667650313e-29,218.687107829564,0
"261","lycodes pacificus_Pac",31363,15681,15682,1596,224,1372,7421.00203152374,7576.00113278208,12734.639484022,13262.18777276,31334.035220737,31346.5414371157,3061.73109845133,3073.57807432374,7365.47467910155,7543.87124167596,10946.3622248395,13082.6051685327,1.83632195409728e-31,50.44652786428,1.76143733476546e-109
"262","lycodes palearis_Pac",31363,15681,15682,5087,2578,2509,17203.2306918866,17339.6250125948,17080.357572775,17105.192196169,31329.8040961918,31344.4830383957,5058.08295651016,5068.93935305534,17138.9644073126,17303.7217360873,8462.23445185795,8535.10361509979,1.8439616636591e-27,4.01382958041938,8.20003562240794e-06
"263","lycodes raridens_Pac",31363,15682,15681,1076,758,318,3861.34339286589,3954.17254197164,13018.3878886637,13244.367401189,31341.6154068663,31352.6624260368,3057.40129705241,3069.51127879336,3820.89305621685,3934.74120885612,12091.5283094158,13108.9129872823,3.29783506053984e-19,21.2512742712777,5.39517118501627e-46
